2021-12-14 14:29:50 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 12:08:48 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 12:09:18 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 12:09:47 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 12:10:15 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 12:10:43 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 12:11:11 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 12:11:39 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 12:12:08 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 13:54:45 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:55:10 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:55:26 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:55:42 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:55:58 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:56:09 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:56:24 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:56:40 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:56:56 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:57:11 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:57:27 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:57:42 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:57:58 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:58:14 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:58:29 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:58:45 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:59:00 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:59:16 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:59:32 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 13:59:47 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 14:00:03 [network_manage] INFO [36] modle set state, 1 on 0 off:0
2021-12-16 14:00:54 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:01:24 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:01:53 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:02:22 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:02:51 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:03:18 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:03:47 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:04:16 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:04:44 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:05:13 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:05:42 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:06:09 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:06:38 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:07:06 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:07:33 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:08:02 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:08:31 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:08:59 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:09:28 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:10:05 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:10:33 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:11:01 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:11:29 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:11:58 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:12:27 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:12:55 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:13:24 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:13:53 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:14:19 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:14:48 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:15:17 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:15:44 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:16:12 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:16:51 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:17:19 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:17:46 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:18:14 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:18:41 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:19:09 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:19:37 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:20:05 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:20:34 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:21:03 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:21:30 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:21:59 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:22:28 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:22:55 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:23:23 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:24:01 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:24:29 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:24:56 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:25:24 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:25:51 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:26:20 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:26:48 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:27:16 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:27:44 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:28:12 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:28:40 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:29:08 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:29:35 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:30:03 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:30:32 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:31:07 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:31:35 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:32:04 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:32:31 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:32:59 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:33:28 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:33:56 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:34:25 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:34:54 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:35:22 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:35:51 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:36:19 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:36:48 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:37:17 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:37:55 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:38:22 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:38:51 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:39:18 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:39:45 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:40:13 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:40:41 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:41:10 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:41:39 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:42:08 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:42:37 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:43:05 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:43:34 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:44:03 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:44:31 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:45:10 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:45:39 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:46:07 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:46:36 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:47:05 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:47:33 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:48:01 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:48:29 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:48:57 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:49:26 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:50:11 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:50:40 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:51:07 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:51:36 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:52:05 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:52:33 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:53:02 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:53:31 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:54:00 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:54:28 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:54:57 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:55:26 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:55:54 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:56:23 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:56:51 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:57:19 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:57:48 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:58:17 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:58:53 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:59:21 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 14:59:49 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:00:15 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:00:43 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:01:11 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:01:37 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:02:04 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:02:32 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:03:00 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:03:27 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:03:55 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:04:22 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:04:49 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:05:17 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:05:53 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:06:21 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:06:49 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:07:17 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:07:45 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:08:14 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:08:43 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:09:11 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:09:40 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:10:09 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:10:37 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:11:06 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:11:34 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:12:03 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:12:32 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:12:59 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:13:29 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2021-12-16 15:13:59 [network_manage] INFO [44] modle set state, 1 on 0 off:0
2019-06-20 06:11:12 [network_manage] INFO [36] modle set state, 1 on 0 off:not_initical
2019-06-20 06:11:12 [network_manage] INFO [44] modle param dose not exist ,set param avalable as 1.
2019-06-20 06:11:22 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2019-06-20 06:13:12 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2019-06-20 06:15:02 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2019-06-20 06:16:52 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2019-06-20 06:18:42 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2019-06-20 06:20:33 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2019-06-20 06:22:23 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 17:52:50 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 17:54:40 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 17:56:30 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 17:58:20 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:00:10 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:02:00 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:03:50 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:05:40 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:07:30 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:09:20 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:11:11 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:13:01 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:14:51 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:16:41 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:18:31 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:20:21 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:22:11 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:24:01 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:25:51 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:27:42 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:29:32 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:31:22 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:33:12 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:35:02 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:36:52 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:38:42 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:40:32 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:42:22 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:44:13 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:45:18 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:47:08 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:48:58 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 18:51:31 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:36:22 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:38:12 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:40:02 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:41:52 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:43:43 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:45:33 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:47:32 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:49:22 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:51:12 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:53:02 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:54:52 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:56:42 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 19:58:33 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:00:23 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:02:13 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:04:03 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:05:53 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:07:43 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:09:33 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:11:23 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:13:13 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:15:03 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:16:54 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:18:44 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:20:34 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:22:24 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:24:14 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:26:04 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:27:54 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:29:44 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:31:35 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:33:25 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:35:15 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:37:05 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:38:55 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:40:45 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:42:35 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:44:25 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:46:15 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:48:06 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:49:56 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:51:46 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:53:36 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:55:26 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:57:16 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 20:59:06 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:00:56 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:02:46 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:04:37 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:06:27 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:08:17 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:10:07 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:11:57 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:13:47 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:15:37 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:17:27 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:19:17 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:21:08 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:22:58 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:24:48 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:26:38 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:28:28 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:30:18 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:32:08 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:33:58 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:35:48 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:37:39 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:39:29 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:41:19 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:43:09 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:44:59 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:46:49 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:48:39 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:50:29 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:52:19 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:54:09 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:56:00 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:57:50 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 21:59:40 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:01:30 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:03:20 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:05:10 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:07:00 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:08:50 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:10:40 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:12:31 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:14:21 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:16:11 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:18:01 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:19:51 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:21:41 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:23:31 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:25:21 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:27:11 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:29:02 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:30:52 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:32:42 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:34:32 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:36:22 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:38:12 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:40:02 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:41:52 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:43:42 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:45:33 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:47:23 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:49:13 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:51:03 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:52:53 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:54:43 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:56:33 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 22:58:23 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 23:00:13 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 23:02:04 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 23:03:54 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 23:05:44 [network_manage] INFO [36] modle set state, 1 on 0 off:1
2021-12-16 23:07:34 [network_manage] INFO [36] modle set state, 1 on 0 off:1
